id,created_at,picture,source,screen_name,name,text,time_zone,clean_text 
"640045805169016832",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/629842970443788288/InOIXs_Q_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,tamborabersih1,kebersihantambora,@sudinsihjakbar @KebersihanDKI @IsnawaAdji @bangAli_MH @basuki_btp @Ahok @yogiikhwan @infoAJB @LeoBaelah @MarnaekPSM http://t.co/penvsQsROn,None,@sudinsihjakbar @KebersihanDKI @IsnawaAdji @bangAli_MH @basuki_btp @Ahok @yogiikhwan @infoAJB @LeoBaelah @MarnaekPSM http://t.co/penvsQsROn
"640045844947968001",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/597806610648469504/HCNViecl_normal.jpg,<a href="http://www.google.com/" rel="nofollow">Google</a>,TerbaruSatu,BeritaTerbaruSatu,Berita 5 September 2015 - VIDEO WOW Cerita Ahok Mau Disantet Dukun - Proyek Klinik DPR: http://t.co/DSNGKO0vex via @YouTube,None,Berita 5 September 2015 - VIDEO WOW Cerita Ahok Mau Disantet Dukun - Proyek Klinik DPR: http://t.co/DSNGKO0vex via @YouTube
"640045917463146496",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/620930548752498688/MRs7WBId_normal.jpg,<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>,mrs_dewi,Sawitri Dewi,RT @Yusrilihza_Mhd: Ahok Minta Jokowi Bubarkan IPDN Kenapa? http://t.co/ph0vbUs0IE,None,RT @Yusrilihza_Mhd: Ahok Minta Jokowi Bubarkan IPDN Kenapa? http://t.co/ph0vbUs0IE
"640045946936537089",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/476705114451767296/TI1VEy3K_normal.jpeg,<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>,Riau_Perantau,Si Kancil,Sarang KKN prof"@Yusrilihza_Mhd: Ahok Minta Jokowi Bubarkan IPDN Kenapa? http://t.co/aXhL0qKlHT",Beijing,Sarang KKN prof"@Yusrilihza_Mhd: Ahok Minta Jokowi Bubarkan IPDN Kenapa? http://t.co/aXhL0qKlHT"
"640046136292605952",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/618627280521138176/MMBwu4Ea_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,rifaiarif10,Anakpesisir,@Yusrilihza_Mhd Ahok sj yg kita bubarin.,None,@Yusrilihza_Mhd Ahok sj yg kita bubarin.
"640046138385637376",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/497981742276292608/64pRM71o_normal.jpeg,<a href="http://ifttt.com" rel="nofollow">IFTTT</a>,UrbanPlural,Urban Plural,Lawan Ahok Versus Teman Ahok: Who Will Emerge the Winner? http://t.co/BWfEpHapJU #PemimpinProfesional #UrbanPlural,None,Lawan Ahok Versus Teman Ahok: Who Will Emerge the Winner? http://t.co/BWfEpHapJU #PemimpinProfesional #UrbanPlural
"640046160418222080",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/629842970443788288/InOIXs_Q_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,tamborabersih1,kebersihantambora,@IsnawaAdji @bangAli_MH @basuki_btp @Ahok @arifbersih @sudinsihjakbar @KebersihanDKI @yogiikhwan @infoAJB @LeoBaelah http://t.co/ugxGTWOxTW,None,@IsnawaAdji @bangAli_MH @basuki_btp @Ahok @arifbersih @sudinsihjakbar @KebersihanDKI @yogiikhwan @infoAJB @LeoBaelah http://t.co/ugxGTWOxTW
"640046264923525120",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/2333224709/599852_4067723293452_1967994626_t_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,taph_sha,Gustav Martono,RT @darwistriadi: Sdh ratusan ribu wajah saya foto dan saya tau betul membaca wajah dr pengalaman saya.. dan wajah Ahok adalah jujur tega,None,RT @darwistriadi: Sdh ratusan ribu wajah saya foto dan saya tau betul membaca wajah dr pengalaman saya.. dan wajah Ahok adalah jujur tega
"640046419684954112",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/627808232417853440/6W8G9yvM_normal.jpg,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,NovaEllyzar,nova.ez,Hmmm   http://t.co/3jppN71jN6 http://t.co/OLCPhIHmSx,Jakarta,Hmmm   http://t.co/3jppN71jN6 http://t.co/OLCPhIHmSx
"640046456552886272",2015-09-05 00:00:00,http://pbs.twimg.com/profile_images/1131152830/logo_jatim_normal.jpg,<a href="http://www.google.com/" rel="nofollow">Google</a>,infojatim,Info JATIM,Mengakhiri Drama Pilkada Surabaya - http://t.co/bu5CGIdkDf (Siaran Pers) http://t.co/WqZuoiz1iN #surabaya,Jakarta,Mengakhiri Drama Pilkada Surabaya - http://t.co/bu5CGIdkDf (Siaran Pers) http://t.co/WqZuoiz1iN #surabaya
